"qual_db_id","class","order","family","genus","sci_name","common_name","tax_level","initials","qual_found","n","lipid_ww","protein_ww","energy_ww","energy_method","lipid_dw","protein_dw","energy_dw","lipid_afdw","protein_afdw","energy_afdw","water","ash_ww","ash_dw","length_type","length_mean_cm","length_min_cm","length_max_cm","ww_mean_g","ww_min_g","ww_max_g","life_stage","age","sex","start_day","end_day","start_month","end_month","start_year","end_year","lat","long","longhurst_province","specific_location","ocean_basin","publication_year","reference","url","notes"
908,"Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis","Chiroteuthis calyx","Swordtail squid","species","ZR","yes",3,5,6.6,3.55718,"proximate_composition",NA,NA,NA,NA,NA,NA,86.6,0.8,NA,"SL",19.7,NA,NA,382,NA,NA,NA,NA,NA,NA,NA,"May","May","1999","2000",54.5,168,"BERS","SE Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","NA. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
910,"Cephalopoda","Oegopsida","Gonatidae","Gonatus","Gonatus berryi","Berry armhook squid","species","ZR","yes",5,6.2,8.9,5,"proximate_composition",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PL",10.2,7.5,12.5,NA,NA,NA,"juvenile",NA,NA,"15","22","May","May","1999","2000",54.5,-168,"BERS","Eastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","energy content in the paper is in cal/100grams, so I divided by 100 to get cal/gram. Then converted cal to kj; PL (pen length). Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g. ZT 9/15/23: Lat/long averaged from given range of 53-56N and 166-170W."
911,"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis","Berryteuthis anonychus","Smallfin gonate squid","species","ZR","yes",11,NA,10.6,4.26,"proximate_composition",NA,NA,NA,NA,NA,NA,84.7,0.3,NA,"ML",7.1,6.5,7.5,143,NA,NA,"juvenile",NA,NA,NA,NA,"May","May","1999","1999",53,-166,"ALSK","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
912,"Actinopterygii","Myctophiformes","Myctophidae","Diaphus","Diaphus theta","California headlightfish","species","ZR","yes",48,24.2,10.7,12.13,"proximate_composition",NA,NA,NA,NA,NA,NA,64,1,NA,"SL",9.1,8.5,10,717,NA,NA,"adult",NA,NA,"15","22","May","May","1999","1999",53,-166,"ALSK","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
913,"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis","Galiteuthis phyllura","Cockatoo squid","species","ZR","yes",13,3.3,9.3,3.51,"proximate_composition",NA,NA,NA,NA,NA,NA,87.8,0.4,NA,"ML",28.3,21.5,3.72,336,NA,NA,"juvenile",NA,NA,NA,NA,"May","May","1999","1999",53,-166,"ALSK","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
914,"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis","Gonatopsis borealis","Boreopacific gonate squid","species","ZR","yes",20,3.9,10.8,4.12,"proximate_composition",NA,NA,NA,NA,NA,NA,84.7,0.4,NA,"ML",15,13.4,17.9,2421,NA,NA,"juvenile",NA,NA,NA,NA,"May","May","1999","1999",53,-166,"ALSK","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
915,"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis","Gonatopsis borealis","Boreopacific gonate squid","species","ZR","yes",29,2.7,11.7,3.81,"proximate_composition",NA,NA,NA,NA,NA,NA,85.6,0.4,NA,"ML",10.4,8.3,13.4,1342,NA,NA,"juvenile",NA,NA,NA,NA,"May","May","1999","1999",53,-166,"ALSK","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
916,"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis","Gonatopsis borealis","Boreopacific gonate squid","species","ZR","yes",53,1.9,9.1,2.91,"proximate_composition",NA,NA,NA,NA,NA,NA,88.6,0.3,NA,"ML",4.5,3.2,7.6,261,NA,NA,"juvenile",NA,NA,NA,NA,"May","May","1999","1999",53,-166,"ALSK","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
917,"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes","Melamphaes lugubris","Highsnout melamphid","species","ZR","yes",47,32.3,10.2,15.27,"proximate_composition",NA,NA,NA,NA,NA,NA,58,2,NA,"SL",8.6,7.3,9.5,764,NA,NA,"adult",NA,NA,"15","22","May","May","1999","1999",53,-166,"ALSK","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
918,"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus regalis","Pinpoint lampfish","species","ZR","yes",15,12.1,11.8,7.6,"proximate_composition",NA,NA,NA,NA,NA,NA,75,1,NA,"SL",14.8,13.3,18,507,NA,NA,"juvenile",NA,NA,"15","22","May","May","1999","1999",53,-166,"BERS","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
919,"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus","Northern lampfish","species","ZR","yes",114,13.7,10.7,7.97,"proximate_composition",NA,NA,NA,NA,NA,NA,71.5,1.4,NA,"SL",6.1,3.8,7.8,304,NA,NA,"juvenile",NA,NA,"15","22","May","May","1999","1999",53,-166,"ALSK","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
920,"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus","Northern lampfish","species","ZR","yes",153,19.1,12.6,10.59,"proximate_composition",NA,NA,NA,NA,NA,NA,66,1,NA,"SL",9.3,8,12,1414,NA,NA,"adult",NA,NA,"15","22","May","May","1999","1999",53,-166,"ALSK","Southeastern Bering Sea","Pacific Ocean",2015,"Sinclair, E. H., Walker, W. A. & Thomason, J. R. Body Size Regression Formulae, Proximate Composition and Energy Density of Eastern Bering Sea Mesopelagic Fish and Squid. PLoS ONE 10, 1–13 (2015).","10.1371/journal.pone.0132289","The sampling was done over one week, hense the date is over a range of a single week. Paper lists energy content in cal/100g, though converted values do not make sense- it is probably supposed to be kcal/100g. Converted ED to kJ/g assuming kcal/100g."
921,"Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Pacific herring","species","ZR","yes",17,6.36,NA,NA,NA,24.78,NA,NA,NA,NA,NA,74.3,NA,NA,NA,9.6,NA,NA,8.3,NA,NA,NA,NA,NA,"14","14","November","November","2009","2009",60.8,-147.7,"ALSK","Eaglek Bay, Prince William Sound","Pacific Ocean",2011,"Sloss, R. C. Comparative lipid class analysis of fall and spring pacific herring (Clupea pallasi). Whitman College NA, 1–29 (2011).","https://arminda.whitman.edu/theses/19",NA
922,"Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Pacific herring","species","ZR","yes",17,2.02,NA,NA,NA,9.59,NA,NA,NA,NA,NA,78.9,NA,NA,NA,9.65,NA,NA,7.2,NA,NA,NA,NA,NA,"19","19","March","March","2010","2010",60.8,-147.7,"ALSK","Eaglek Bay, Prince William Sound","Pacific Ocean",2011,"Sloss, R. C. Comparative lipid class analysis of fall and spring pacific herring (Clupea pallasi). Whitman College NA, 1–29 (2011).","https://arminda.whitman.edu/theses/19",NA
923,"Malacostraca","Decapoda","Munididae","Pleuroncodes","Pleuroncodes planipes","Pelagic red crab","species","ZR","yes",NA,0.85,3.3,NA,NA,NA,NA,NA,NA,NA,NA,84,7.3,NA,NA,NA,NA,NA,NA,NA,NA,"adult",NA,NA,NA,NA,"April","April","1973","1973",26.967,-113.987,"CCAL","Punta San Hipolito, Baja California","Pacific Ocean",1975,"Smith Jr., K. L., Harbison, G. R., Rowe, G. T. & Clifford, C. H. Respiration and Chemical Composition of Pleuroncodes planipes (Decapoda: Galatheidae): Energetic Significance in an Upwelling System. Journal of the Fisheries Research Board of Canada 32, 1607–1612 (1975).","10.1139/f75-186","Values are average of two different methods of determination used in paper; wet weight; No length info"
924,"Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","Starry flounder","species","ZR","yes",NA,NA,NA,NA,NA,15.372,NA,NA,NA,NA,NA,75.82,NA,10.384,NA,NA,NA,NA,40.808,NA,NA,"juvenile",NA,NA,"Lab","Lab","Lab","Lab","Lab","Lab",NA,NA,"Lab/Hatchery","Lab Study","Lab Study",2016,"Song, Z., Wang, J., Qiao, H., Zhang, L. & Li, P. Assessing the Effects of Dietary Inclusion of Hydrolyzed Soy Protein on the Growth, Nutrient Retention, Body Composition, and Serum Hormone of Juvenile Starry Flounder, Platichthys stellatus: The Utilization of Hydrolyzed Soy Protein in Aquatic Feed. J World Aquacult Soc 47, 230–238 (2016).","10.1111/jwas.12263",NA
925,"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Rainbow trout","species","ZR","yes",NA,9.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.15,1.61,NA,NA,NA,NA,NA,405,NA,NA,NA,NA,NA,"Hatchery","Hatchery","Hatchery","Hatchery","Hatchery","Hatchery",NA,NA,"Lab/Hatchery","Hatchery","Hatchery",2015,"Souza, M. L. R. D., Macedo-Viegas, E. M., Zuanon, J. A. S., Carvalho, M. R. B. D. & Goes, E. S. D. R. Processing yield and chemical composition of rainbow trout (Oncorhynchus mykiss) with regard to body weight. Acta Sci. Anim. Sci. 37, 103–108 (2015).","10.4025/actascianimsci.v37i2.24165",NA
926,"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Rainbow trout","species","ZR","yes",NA,7.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.3,1.7,NA,NA,NA,NA,NA,335,NA,NA,NA,NA,NA,"Hatchery","Hatchery","Hatchery","Hatchery","Hatchery","Hatchery",NA,NA,"Lab/Hatchery","Hatchery","Hatchery",2015,"Souza, M. L. R. D., Macedo-Viegas, E. M., Zuanon, J. A. S., Carvalho, M. R. B. D. & Goes, E. S. D. R. Processing yield and chemical composition of rainbow trout (Oncorhynchus mykiss) with regard to body weight. Acta Sci. Anim. Sci. 37, 103–108 (2015).","10.4025/actascianimsci.v37i2.24165",NA
927,"Actinopterygii","Ophidiiformes","Ophidiidae","Chilara","Chilara taylori","Spotted cusk-eel","species","ZR","yes",NA,NA,NA,3.39,"bomb_calorimetry",NA,NA,17.7,NA,NA,NA,NA,NA,NA,"SL",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","1983",37.725,-123.03,"CCAL","Shubrick Point, South-east Farallon Island, California","Pacific Ocean",1993,"Spear, L. B. Dynamics and Effect of Western Gulls Feeding in a Colony of Guillemots and Brandt’s Cormorants. The Journal of Animal Ecology 62, 399–414 (1993).","10.2307/5190","No life stage mentioned; coordinates of Farallon Island from https://latitude.to/articles-by-country/us/united-states/5429/farallon-islands"
928,"Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys sordidus","Pacific sanddab","species","ZR","yes",NA,NA,NA,3.47,"bomb_calorimetry",NA,NA,16.7,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","1983",37.725,-123.03,"CCAL","Shubrick Point, South-east Farallon Island, California","Pacific Ocean",1993,"Spear, L. B. Dynamics and Effect of Western Gulls Feeding in a Colony of Guillemots and Brandt’s Cormorants. The Journal of Animal Ecology 62, 399–414 (1993).","10.2307/5190","Weight-length relationship eqn included in paper; No life stage mentioned; Wet and dry mass in report; wet mass used; coordinates of Farallon Island from https://latitude.to/articles-by-country/us/united-states/5429/farallon-islands"
929,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","California anchovy","species","ZR","yes",NA,NA,NA,9.58,"bomb_calorimetry",NA,NA,26.7,NA,NA,NA,NA,NA,NA,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","1983",37.725,-123.03,"CCAL","Shubrick Point, South-east Farallon Island, California","Pacific Ocean",1993,"Spear, L. B. Dynamics and Effect of Western Gulls Feeding in a Colony of Guillemots and Brandt’s Cormorants. The Journal of Animal Ecology 62, 399–414 (1993).","10.2307/5190","Weight-length relationship eqn included in paper; No life stage mentioned; Wet and dry mass in report; wet mass used; coordinates of Farallon Island from https://latitude.to/articles-by-country/us/united-states/5429/farallon-islands"
930,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","European anchovy","species","ZR","yes",NA,NA,NA,5.8,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2013,"Spitz, J. & Jouma’a, J. Variability in energy density of forage fishes from the Bay of Biscay (north-east Atlantic Ocean): reliability of functional grouping based on prey quality: variability in energy density of forage fishes. J Fish Biol 82, 2147–2152 (2013).","10.1111/jfb.12142",NA
931,"Actinopterygii","Gadiformes","Gadidae","Micromesistius","Micromesistius poutassou","Blue whiting","species","ZR","yes",NA,NA,NA,4.9,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2013,"Spitz, J. & Jouma’a, J. Variability in energy density of forage fishes from the Bay of Biscay (north-east Atlantic Ocean): reliability of functional grouping based on prey quality: variability in energy density of forage fishes. J Fish Biol 82, 2147–2152 (2013).","10.1111/jfb.12142",NA
932,"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Atlantic horse mackerel","species","ZR","yes",NA,NA,NA,7,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2013,"Spitz, J. & Jouma’a, J. Variability in energy density of forage fishes from the Bay of Biscay (north-east Atlantic Ocean): reliability of functional grouping based on prey quality: variability in energy density of forage fishes. J Fish Biol 82, 2147–2152 (2013).","10.1111/jfb.12142",NA
933,"Cephalopoda","Myopsida","Loliginidae","Alloteuthis","Alloteuthis subulata","European common squid","species","ZR","yes",NA,1.3,16.4,3.9,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008","This is taken at the genus level, I will come back to check for species level data"
934,"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus","Arctozenus risso","Spotted barracudina","species","ZR","yes",NA,2.5,15.8,4.3,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
935,"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus olfersii","Silvery hatchetfish","species","ZR","yes",NA,1.3,14.8,3.5,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
936,"Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus","Arnoglossus imperialis","Imperial saldfish","species","ZR","yes",NA,1.8,18.8,5.4,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
937,"Actinopterygii","Beloniformes","Belonidae","Belone","Belone belone","Garfish","species","ZR","yes",NA,2.9,20.1,6.2,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
938,"Actinopterygii","Myctophiformes","Myctophidae","Benthosema","Benthosema glaciale","Glacier lantern fish","species","ZR","yes",NA,7.5,13.9,5.9,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
939,"Actinopterygii","Perciformes","Sparidae","Boops","Boops boops","Bogue","species","ZR","yes",NA,5.8,19.8,8,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
940,"Actinopterygii","Perciformes","Caproidae","Capros","Capros aper","Boarfish","species","ZR","yes",NA,4.8,17.2,6.2,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
941,"Cephalopoda","Octopoda","Eledonidae","Eledone","Eledone cirrhosa","Curled octopus","species","ZR","yes",NA,2.8,16.2,4.7,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
942,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus","European anchovy","species","ZR","yes",NA,3.4,19.6,5.8,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
943,"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus","Entelurus aequoreus","Snake pipefish","species","ZR","yes",NA,1.9,14.7,4.7,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
944,"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus","Gaidropsarus vulgaris","Three-bearded rockling","species","ZR","yes",NA,2.6,17.2,5.5,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008","This is taken at the genus level, I will come back to check for species level data"
945,"Actinopterygii","Scorpaeniformes","Sebastidae","Heliocolenus","Helicolenus dactylopterus","Blackbelly rosefish","species","ZR","yes",NA,12.2,18.2,9.2,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
946,"Cephalopoda","Oegopsida","Ommastrephidae","Illex","Illex coindetii","Shortfin squid","species","ZR","yes",NA,1.9,17.3,4.3,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
947,"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus crocodilus","Jewel lanternfish","species","ZR","yes",NA,1.6,16.1,4.1,"bomb_calorimetry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECS","Bay of Biscay","Atlantic Ocean",2010,"Spitz, J., Mourocq, E., Schoen, V. & Ridoux, V. Proximate composition and energy content of forage species from the Bay of Biscay: high- or low-quality food? ICES Journal of Marine Science 67, 909–915 (2010).","10.1093/icesjms/fsq008",NA
